-27.054,18.311
-26.202,-183.708
-25.351,79.273
-24.499,-94.746
-23.647,-155.766
-22.796,-48.785
-21.944,-104.804
-21.092,-119.823
-20.24,-43.842
-19.389,-142.861
-18.537,119.12
-17.685,-132.899
-16.834,91.082
-15.982,47.063
-15.13,-144.956
-14.279,-226.975
-13.427,-57.994
-12.575,-64.013
-11.723,-104.032
-10.872,-190.051
-10.02,94.93
-9.168,-128.089
-8.317,170.892
-7.465,-70.127
-6.613,-105.146
-5.762,118.835
-4.91,111.816
-4.058,-134.203
-3.206,-121.222
-2.355,-17.241
-1.503,-162.261
-0.651,148.72
0.2,-14.299
1.052,114.682
1.904,-14.337
2.756,-180.356
3.607,-109.375
4.459,-44.394
5.311,-6.413
6.162,125.568
7.014,-36.451
7.866,25.53
8.717,53.511
9.569,-120.508
10.421,-80.527
11.273,-59.546
12.124,-99.565
12.976,-145.584
13.828,126.397
14.679,-27.622
15.531,29.359
16.383,202.34
17.234,-61.679
18.086,148.302
18.938,-0.717
19.79,216.264
20.641,6.244
21.493,244.225
22.345,-67.794
23.196,87.187
24.048,-9.832
24.9,53.149
25.752,5.13
26.603,5.111
27.455,231.092
28.307,203.073
29.158,246.054
30.01,248.035
30.862,177.016
31.713,95.997
32.565,188.978
33.417,211.959
34.269,256.94
35.12,277.921
35.972,187.902
36.824,-18.117
37.675,118.864
38.527,64.845
39.379,148.826
40.23,181.807
41.082,130.788
41.934,274.769
42.786,290.749
43.637,84.73
44.489,37.711
45.341,238.692
46.192,250.673
47.044,63.654
47.896,137.635
48.747,210.616
49.599,259.597
50.451,116.578
51.303,40.559
52.154,373.54
53.006,222.521
53.858,264.502
54.709,309.483
55.561,346.464
56.413,359.445
57.265,89.426
58.116,232.407
58.968,65.388
59.82,173.369
60.671,184.35
61.523,69.331
62.375,344.312
63.226,353.293
64.078,327.274
64.93,107.255
65.782,200.235
66.633,233.216
67.485,392.197
68.337,56.178
69.188,145.159
70.04,254.14
70.892,347.121
71.743,205.102
72.595,335.083
73.447,335.064
74.299,180.045
75.15,302.026
76.002,230.007
76.854,226.988
77.705,195.969
78.557,468.95
79.409,257.931
80.261,286.912
81.112,175.893
81.964,287.874
82.816,179.855
83.667,288.836
84.519,158.817
85.371,167.798
86.222,449.779
87.074,474.76
87.926,301.74
88.778,456.721
89.629,237.702
90.481,420.683
91.333,146.664
92.184,261.645
93.036,478.626
93.888,263.607
94.739,216.588
95.591,270.569
96.443,162.55
97.295,283.531
98.146,331.512
98.998,246.493
99.85,472.474
100.701,396.455
101.553,458.436
102.405,201.417
103.257,463.398
104.108,363.379
104.96,506.36
105.812,321.341
106.663,298.322
107.515,544.303
108.367,303.284
109.218,331.265
110.07,292.245
110.922,435.226
111.774,513.207
112.625,378.188
113.477,555.169
114.329,410.15
115.18,214.131
116.032,309.112
116.884,586.093
117.735,308.074
118.587,296.055
119.439,465.036
120.291,375.017
121.142,278.998
121.994,448.979
122.846,548.96
123.697,392.941
124.549,386.922
125.401,295.903
126.253,554.884
127.104,646.865
127.956,622.846
128.808,407.827
129.659,529.808
130.511,262.789
131.363,658.77
132.214,415.751
133.066,409.731
133.918,521.712
134.77,372.693
135.621,495.674
136.473,303.655
137.325,604.636
138.176,375.617
139.028,477.598
139.88,661.579
140.731,527.56
141.583,341.541
142.435,695.522
143.287,357.503
144.138,569.484
144.99,524.465
145.842,402.446
146.693,352.427
147.545,398.408
148.397,450.389
149.248,708.37
150.1,596.351
150.952,708.332
151.804,678.313
152.655,680.294
153.507,612.275
154.359,356.256
155.21,470.236
156.062,452.217
156.914,483.198
157.766,501.179
158.617,575.16
159.469,423.141
160.321,688.122
161.172,453.103
162.024,527.084
162.876,469.065
163.727,515.046
164.579,763.027
165.431,448.008
166.283,705.989
167.134,758.97
167.986,559.951
168.838,605.932
169.689,502.913
170.541,713.894
171.393,468.875
172.244,491.856
173.096,637.837
173.948,551.818
174.8,704.799
175.651,751.78
176.503,442.761
177.355,636.741
178.206,519.722
179.058,798.703
179.91,535.684
180.762,598.665
181.613,572.646
182.465,755.627
183.317,777.608
184.168,481.589
185.02,650.57
185.872,635.551
186.723,592.532
187.575,707.513
188.427,502.494
189.279,487.475
190.13,493.456
190.982,578.437
191.834,644.418
192.685,767.399
193.537,584.38
194.389,507.361
195.24,526.342
196.092,774.323
196.944,542.304
197.796,536.285
198.647,705.266
199.499,869.246
200.351,529.227
201.202,877.208
202.054,803.189
202.906,899.17
203.758,683.151
204.609,617.132
205.461,891.113
206.313,791.094
207.164,661.075
208.016,622.056
208.868,803.037
209.719,741.018
210.571,706.999
211.423,753.98
212.275,866.961
213.126,844.942
213.978,708.923
214.83,819.904
215.681,879.885
216.533,578.866
217.385,890.847
218.236,743.828
219.088,785.809
219.94,941.79
220.792,733.771
221.643,637.752
222.495,773.732
223.347,633.713
224.198,981.694
225.05,695.675
225.902,695.656
226.754,720.637
227.605,847.618
228.457,782.599
229.309,984.58
230.16,1005.561
231.012,636.542
231.864,763.523
232.715,759.504
233.567,746.485
234.419,764.466
235.271,864.447
236.122,1024.428
236.974,670.409
237.826,858.39
238.677,814.371
239.529,744.352
240.381,827.333
241.232,661.314
242.084,757.295
242.936,912.276
243.788,802.257
244.639,791.237
245.491,757.218
246.343,942.199
247.194,706.18
248.046,755.161
248.898,999.142
249.749,1011.123
250.601,810.104
251.453,868.085
252.305,1019.066
253.156,784.047
254.008,767.028
254.86,967.009
255.711,773.99
256.563,1076.971
257.415,1089.952
258.267,1015.933
259.118,948.914
259.97,1035.895
260.822,956.876
261.673,870.857
262.525,990.838
263.377,1024.819
264.228,969.8
265.08,850.781
265.932,881.762
266.784,996.742
267.635,964.723
268.487,857.704
269.339,805.685
270.19,1031.666
271.042,1136.647
271.894,1084.628
272.745,823.609
273.597,846.59
274.449,1103.571
275.301,837.552
276.152,849.533
277.004,932.514
277.856,1155.495
278.707,873.476
279.559,964.457
280.411,1080.438
281.263,1025.419
282.114,1035.4
282.966,1025.381
283.818,845.362
284.669,1071.343
285.521,965.324
286.373,1013.305
287.224,1140.286
288.076,1076.267
288.928,1168.247
289.78,823.228
290.631,1011.209
291.483,826.19
292.335,1062.171
293.186,1027.152
294.038,1035.133
294.89,975.114
295.741,880.095
296.593,1021.076
297.445,891.057
298.297,864.038
299.148,958.019
300.0,951.0
